time, r_des, r_act, th_des, th_act,dr_des, dr_act, dth_des, dth_act, tau_HAA, tau_HFE, tau_KFE, phase, event, touch 
0.0142,0.3536,0.369467,1.36394,1.32232,0,-0.0277265,0,-9.09549,0,13.1927,-8.22268,0,0,0
0.0143,0.3536,0.369621,1.36394,1.32196,0,-0.0278004,0,-9.07553,0,13.3349,-7.62217,0,0,0
0.0144,0.3536,0.369775,1.36394,1.3216,0,-0.0278733,0,-9.05453,0,13.4763,-7.02397,0,0,0
0.0145,0.3536,0.369929,1.36394,1.32124,0,-0.0279453,0,-9.03249,0,13.617,-6.42805,0,0,0
0.0146,0.3536,0.370082,1.36394,1.32088,0,-0.0280164,0,-9.00941,0,13.7569,-5.83463,0,0,0
0.0147,0.3536,0.370235,1.36394,1.32053,0,-0.0280865,0,-8.98532,0,13.8959,-5.24377,0,0,0
0.0148,0.3536,0.370387,1.36394,1.32017,0,-0.0281558,0,-8.96021,0,14.034,-4.65528,0,0,0
0.0149,0.3536,0.370539,1.36394,1.31982,0,-0.0282241,0,-8.9341,0,14.1713,-4.06956,0,0,0
0.015,0.3536,0.37069,1.36394,1.31948,0,-0.0282916,0,-8.90699,0,14.3077,-3.48645,0,0,0
0.0151,0.3536,0.37084,1.36394,1.31913,0,-0.0283582,0,-8.8789,0,14.443,-2.90616,0,0,0
0.0152,0.3536,0.37099,1.36394,1.31879,0,-0.0284239,0,-8.84983,0,14.5775,-2.32857,0,0,0
0.0153,0.3536,0.37114,1.36394,1.31846,0,-0.0284888,0,-8.81979,0,14.711,-1.75389,0,0,0
0.0154,0.3536,0.371289,1.36394,1.31812,0,-0.0285529,0,-8.78879,0,14.8434,-1.18225,0,0,0
0.0155,0.3536,0.371437,1.36394,1.31779,0,-0.028616,0,-8.75684,0,14.9748,-0.613332,0,0,0
0.0156,0.3536,0.371585,1.36394,1.31746,0,-0.0286782,0,-8.72395,0,15.1052,-0.0476492,0,0,0
0.0157,0.3536,0.371732,1.36394,1.31713,0,-0.0287396,0,-8.69013,0,15.2345,0.515094,0,0,0
0.0158,0.3536,0.371879,1.36394,1.31681,0,-0.0288001,0,-8.65538,0,15.3627,1.07459,0,0,0
0.0159,0.3536,0.372024,1.36394,1.31649,0,-0.0288599,0,-8.61972,0,15.4898,1.6308,0,0,0
0.016,0.3536,0.372169,1.36394,1.31618,0,-0.0289187,0,-8.58316,0,15.6157,2.18386,0,0,0
0.0161,0.3536,0.372314,1.36394,1.31587,0,-0.0289769,0,-8.54571,0,15.7404,2.73331,0,0,0
0.0162,0.3536,0.372458,1.36394,1.31556,0,-0.0290341,0,-8.50737,0,15.864,3.27974,0,0,0
0.0163,0.3536,0.372601,1.36394,1.31525,0,-0.0290908,0,-8.46815,0,15.9863,3.82259,0,0,0
0.0164,0.3536,0.372743,1.36394,1.31495,0,-0.0291463,0,-8.42808,0,16.1073,4.36201,0,0,0
0.0165,0.3536,0.372885,1.36394,1.31465,0,-0.0292011,0,-8.38714,0,16.2272,4.89799,0,0,0
0.0166,0.3536,0.373025,1.36394,1.31436,0,-0.0292553,0,-8.34537,0,16.3458,5.43028,0,0,0
0.0167,0.3536,0.373165,1.36394,1.31406,0,-0.0293084,0,-8.30275,0,16.463,5.95884,0,0,0
0.0168,0.3536,0.373305,1.36394,1.31378,0,-0.0293609,0,-8.25932,0,16.5789,6.48391,0,0,0
0.0169,0.3536,0.373443,1.36394,1.31349,0,-0.0294125,0,-8.21507,0,16.6936,7.00531,0,0,0
0.017,0.3536,0.373581,1.36394,1.31321,0,-0.0294634,0,-8.17001,0,16.8067,7.52284,0,0,0
0.0171,0.3536,0.373718,1.36394,1.31294,0,-0.0295134,0,-8.12416,0,16.9186,8.03652,0,0,0
